title,artist,chart_entry_date,peak_rank,top10,stream_window,window_length,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,loudness,speechiness
$$$ - with Matt Ox,XXXTENTACION,2018-03-16,28,0,"[39010, 75328, 7066, 1113, 1402, 4194, 15227, 9142, 24180, 1201, 25007, 7447, 725018, 2488, 1865, 2988, 65415, 2385, 11793, 5861, 7812]",21,0.774,0.507,0.508,140.067,0.0636,0.0,0.138,-6.952,0.065
'Til You Can't,Cody Johnson,2021-10-08,127,0,"[249850, 242715, 196772, 222688, 212177, 214064, 217902, 200568, 207993, 208312, 211258]",11,0.501,0.815,0.46,160.087,0.0513,0.0,0.106,-4.865,0.0436
(Don't Fear) The Reaper,Blue Öyster Cult,2017-10-26,43,0,"[3774, 43767, 43620, 18672, 49384, 613988, 7182, 61392, 373148, 169918, 19842, 72747, 815570, 8221, 12190, 90004, 434252, 28148, 406055, 72222, 6257]",21,0.333,0.927,0.385,141.466,0.0029,0.000208,0.297,-8.55,0.0733
(Everything I Do) I Do It For You,Bryan Adams,2017-02-09,92,0,"[3578, 47644, 11645, 20584, 2185, 3987, 4840, 57310, 56886, 26878, 2548, 32485, 4723, 8835, 1988, 26361, 9731, 6097, 51452]",19,0.533,0.36,0.299,131.229,0.0805,1.03e-05,0.0631,-12.633,0.0282
(Sittin' On) the Dock of the Bay,Otis Redding,2020-04-26,121,0,"[47890, 56869, 44159, 51635, 48838, 56528, 8605, 69466, 64058, 8757, 6862, 41777, 50314, 49195, 46224, 52859, 49618, 60596, 55560, 45238, 18586]",21,0.769,0.367,0.535,103.621,0.684,1.62e-05,0.081,-11.226,0.0312
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,2018-08-16,49,0,"[27185, 397194, 129025, 29475, 3561, 7828, 35740, 4291, 9719, 1018, 940953, 30034, 34780, 7738, 1285, 4789, 41756, 13735, 3471, 132005, 42812]",21,0.603,0.271,0.405,110.89,0.679,0.0,0.141,-10.083,0.0284
(não) era amor,GIULIA BE,2020-03-15,40,0,"[81623, 100426, 93690, 95899, 98509, 4998, 100022, 88866, 82247, 89750, 90224, 88418, 99603, 94875, 89599, 76639, 83361, 82844, 77976, 80348, 76119]",21,0.625,0.555,0.328,88.888,0.415,0.0,0.143,-6.43,0.146
0.03,ØZI,2021-02-14,8,1,"[17181, 17194, 15356, 14828, 13864, 17380, 15950, 15291, 15270, 15371, 19486, 26362, 27840, 23853, 21714, 21916, 21163, 20791, 19988, 19842, 17452]",21,0.786,0.669,0.679,117.945,0.0566,0.0,0.245,-5.944,0.0737
00:00 (Zero O’Clock),BTS,2020-02-21,5,1,"[42928, 35892, 3655, 1571, 2583, 3633, 25336, 29980, 6757, 6135, 11815, 22279, 2275, 2217, 21295, 39581, 28733, 3218, 83912, 518265, 2984]",21,0.56,0.547,0.199,157.962,0.0806,0.0,0.11,-6.456,0.0675
0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,2021-05-31,7,1,"[2536, 7721, 2822, 23597, 9033, 13042, 3950, 27254, 3635, 78575, 2865, 30954, 9090, 90660, 51373, 5024, 1048823, 1860, 1109, 17516, 8156]",21,0.584,0.836,0.484,104.973,0.0558,0.0,0.0663,-4.925,0.079
1+1,Ready Kirken,2021-07-02,101,0,"[4818, 4767, 4821, 5000, 5322, 5426, 5548, 5830, 5814, 4907, 5577, 5223, 5215, 5301, 6174, 5594, 4974, 5236, 4865, 5135, 5154]",21,0.636,0.713,0.904,175.004,0.0836,0.00707,0.099,-6.619,0.0526
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,2018-02-16,2,1,"[34629, 2837, 32670, 41477, 3269, 8556, 12776, 1769, 1522, 22856, 91142, 2767, 25997, 1001, 2183, 2634, 7844, 2508, 2358, 20350, 1146]",21,0.792,0.895,0.794,94.968,0.165,0.0,0.0501,-3.112,0.0589
10 NUMARA,Lvbel C5,2021-10-14,1,1,"[38824, 303580, 323408, 308109, 356624, 373128, 383493, 372889, 436685, 454276, 391501, 393170, 397147, 405769, 434094, 437231, 435370, 410056, 413022, 410368, 416485]",21,0.684,0.652,0.654,142.068,0.00667,0.000236,0.0816,-10.144,0.164
"10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,2,1,"[106298, 86745, 74863, 18044, 56777, 1916, 49480, 21155, 7297, 3353, 16724, 1495, 4580, 95634, 14019, 12105, 9033, 1656, 137193, 2073482, 4074]",21,0.654,0.63,0.43,89.991,0.153,0.0,0.111,-4.644,0.0259
11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,2019-02-15,11,0,"[61805, 9970, 35776, 20024, 4865, 4995, 3516, 3156, 37247, 7527, 8590, 3409, 18198, 126191, 694459, 1679, 41476, 8261, 8852, 2098, 2587]",21,0.464,0.852,0.233,160.075,0.0116,0.0,0.108,-3.804,0.067
11 PM,Maluma,2019-05-17,3,1,"[50079, 4655, 268144, 11137, 100974, 2082, 7399, 3621, 4163, 249973, 45510, 34561, 2611, 2090, 48282, 5858, 38649, 3147, 8002, 3448, 1100777]",21,0.777,0.712,0.68,95.692,0.217,0.0,0.091,-4.84,0.277
11 RAZONES,Aitana,2020-12-07,10,1,"[216379, 165126, 174677, 165980, 252646, 202310, 169190, 163818, 146018, 138146, 128967, 124340, 115663, 103933, 119948, 148371, 164818, 156573, 104527, 122690, 120020]",21,0.55,0.874,0.348,166.011,0.00599,0.0,0.214,-3.937,0.0508
11 Y 6,Fito Paez,2019-06-10,113,0,"[19614, 21003, 20489, 20576, 21611, 20752, 20866, 21291, 21207, 22090, 21813, 22275, 21613, 23216, 21872, 23366, 23493, 23585, 24549, 22905, 22578]",21,0.746,0.506,0.35,101.361,0.159,0.0,0.273,-7.945,0.0267
115万キロのフィルム,Official HIGE DANdism,2019-05-06,6,1,"[8437, 8073, 8305, 8587, 8498, 9686, 10806, 10405, 10094, 10392, 10950, 10197, 11681, 12939, 12909, 13238, 13619, 13527, 12720, 13017, 14845]",21,0.516,0.791,0.48,96.921,0.00345,0.0,0.141,-1.927,0.0318
12 Bande,Varinder Brar,2021-10-14,70,0,"[53154, 58549, 66646, 66705, 71526, 75179, 80351, 80177, 86721, 85480, 72884, 80301, 80242, 79585, 76994, 82229, 84095, 85188, 84015, 83084, 85719]",21,0.706,0.693,0.838,141.794,0.0123,0.0,0.346,-5.502,0.259
12:51,krissy & ericka,2017-02-21,123,0,"[15970, 23343, 23483, 24614, 23403, 21301, 22057, 24392, 24021, 22959, 22515, 22212, 21659, 19850, 19208, 20817, 20842, 21928, 25000, 25853, 27199]",21,0.503,0.357,0.438,136.135,0.727,0.0,0.128,-9.36,0.0272
134340,BTS,2018-05-18,4,1,"[3364, 1511, 24397, 6327, 1207, 1756, 69276, 16574, 5331, 2149, 16470, 1061, 16594, 13738, 11572, 345334, 2036, 13623, 12926, 68405, 14004]",21,0.665,0.687,0.651,106.023,0.155,9.28e-05,0.173,-6.466,0.0547
13樓的大笨象,Stephanie Cheng,2019-02-16,41,0,"[2755, 2947, 3349, 2658, 2678, 3158, 2657, 3873, 2913, 3059, 2894, 3516, 3431, 3085, 3702, 3618, 3854, 3592, 4430, 3608, 3366]",21,0.423,0.721,0.482,168.046,0.344,0.0,0.0799,-5.838,0.0425
16 Lines,Lil Peep,2018-11-09,23,0,"[28937, 405951, 68635, 22734, 2218, 14957, 6832, 1142, 2284, 5734, 2301, 2726, 1216, 833376, 61500, 13241, 1690, 6000, 34695, 4446, 1414]",21,0.607,0.45,0.121,105.992,0.0663,1.12e-05,0.107,-8.507,0.0338
17,Pink Sweat$,2020-02-28,166,0,"[6646, 29340, 28575, 29118, 24786, 21654, 28268, 28088, 25997, 25863, 28508, 28017, 26097, 22025, 27997, 24636, 24780, 27963, 27006, 27773, 27830]",21,0.558,0.364,0.252,129.17,0.169,9.94e-05,0.109,-8.663,0.0502
17 (feat. Joshua and DK of SEVENTEEN),Pink Sweat$,2020-09-17,80,0,"[36583, 7595, 44653, 27539, 30613, 30740, 28926, 26975, 30191, 29465]",10,0.615,0.383,0.306,129.358,0.112,0.0,0.108,-8.575,0.0597
1950,King Princess,2018-03-07,13,0,"[18046, 19476, 4136, 1872, 1060, 2136, 1447, 17748, 184194, 2948, 14883, 1398, 2014, 23043, 4081, 2214, 5809, 223668, 1702, 3305, 18955]",21,0.6,0.535,0.269,71.912,0.648,4.7e-06,0.162,-7.043,0.107
1x1 (feat. Nova Twins),Bring Me The Horizon,2020-10-30,20,0,"[42332, 138476, 4933, 2345, 31325, 1303, 848159, 5388, 12019, 1352, 7253, 1637, 5907, 82276, 1735, 82208, 3414, 23119, 5111, 7350, 1212]",21,0.452,0.937,0.604,164.032,0.000209,3.61e-06,0.606,-3.346,0.161
2 soon,keshi,2020-04-05,91,0,"[5434, 5762, 6555, 6641, 6143, 5955, 5796, 5850, 6481, 6503, 6085, 6232, 6623, 6636, 6424, 6960, 7841, 8092, 8425, 7992, 7864]",21,0.517,0.663,0.146,174.032,0.146,0.0,0.322,-6.688,0.0375
"20 Questions - From ""Bergman’s Reliquary""",Veronica Maggio,2018-01-26,17,0,"[13455, 99182, 63798, 51386, 58318, 58408, 59249, 60369, 71245, 62533, 53498, 59591, 58546, 62819, 61306, 63035, 54250, 47222, 53466, 52821, 50899]",21,0.713,0.624,0.481,110.002,0.379,1.83e-05,0.0775,-5.392,0.0784
20/20,Lil Tjay,2020-01-03,52,0,"[48963, 10128, 355714, 54759, 311810, 50174, 265577, 62736, 307300, 61424, 285874, 276847, 60665, 60319, 287094, 60400, 280673, 48748, 240468, 44654, 219854]",21,0.886,0.336,0.536,100.044,0.557,0.0,0.0933,-12.779,0.239
2000 Miles - 2007 Remaster,Pretenders,2017-11-30,23,0,"[43499, 5928, 99529, 7002, 12682, 115384, 6983, 13437, 114486, 5030, 12843, 73289, 12079, 74131, 5195, 5543, 12301, 8658, 75719, 5854, 11926]",21,0.292,0.709,0.452,99.303,0.00292,0.0267,0.102,-9.052,0.0303
2002,Anne-Marie,2018-04-20,1,1,"[33853, 42477, 25598, 17271, 5774, 2195, 2007, 24751, 71468, 7180, 9779, 2522, 13989, 185824, 313877, 2210, 7563, 36888, 9333, 1887, 6362]",21,0.697,0.683,0.603,96.133,0.0372,0.0,0.137,-2.881,0.117
2002 - Acoustic,Amber Leigh Irish,2018-07-08,145,0,"[20636, 22563, 22622, 22995, 24104, 22218, 19554, 22554, 22104, 21978, 22155, 21554, 20822, 21632, 21084, 20501]",16,0.589,0.296,0.611,165.799,0.842,0.0,0.0736,-9.335,0.083
2055,Sleepy Hallow,2021-06-07,7,1,"[30153, 30713, 33808, 33292, 33744, 34167, 33577, 36301, 214382, 31423, 37927, 229223, 32408, 37836, 236478, 240367, 32787, 39494, 36062, 43570, 237558]",21,0.829,0.512,0.638,80.511,0.492,0.0,0.12,-5.865,0.187
2084,Dear Jane,2019-07-09,12,0,"[2809, 3969, 4436, 6070, 5250, 4912, 5951, 6089, 6371, 6555, 6952, 6361, 5575, 5641, 6435, 6648, 6394, 6209, 5010, 4842, 6261]",21,0.361,0.846,0.443,104.932,0.132,6.53e-05,0.286,-3.717,0.0337
21st Century Girl,BTS,2017-02-13,4,1,"[5724, 3483, 3932, 5296, 4941, 5369, 32605, 6958, 5170]",9,0.716,0.906,0.763,101.029,0.00424,0.0,0.0547,-3.539,0.0719
23 (With Ape Drums),Randy,2021-10-05,7,1,"[28909, 31883, 31289, 29816, 30164, 26587, 28183, 29981, 36278, 2015, 5802, 2276, 37566, 34495, 5166, 2255, 34879, 5722, 2419, 38411, 7238]",21,0.828,0.724,0.896,96.058,0.0424,1.68e-06,0.468,-3.555,0.0715
23 de Junio,Vetusta Morla,2017-11-10,65,0,"[52220, 34242, 28214, 36562, 30970, 28931, 28173, 25886, 19744, 17547, 22272, 20246, 46371]",13,0.442,0.473,0.547,172.879,0.616,1.17e-06,0.0693,-8.63,0.0394
24 на 7,FACE,2021-09-12,142,0,"[3427, 3307, 3386, 3364, 3517, 3596, 3392, 3401, 3440, 3369, 3630, 3892, 17900, 18338, 4139, 17735, 4025, 17488, 3923, 17441, 3920]",21,0.565,0.481,0.518,72.737,0.602,0.0,0.124,-13.575,0.757
295,Sidhu Moose Wala,2021-07-14,2,1,"[189415, 267157, 252092, 224954, 194869, 194434, 181561, 173840, 170451, 167788, 162833, 147872, 147817, 144113, 142030, 135300, 131485, 131735, 125471, 122756, 120854]",21,0.557,0.794,0.432,91.366,0.179,0.0,0.106,-5.698,0.2
2U (feat. Justin Bieber),David Guetta,2017-06-09,1,1,"[57541, 12474, 2297, 3030, 2112, 28572, 139493, 23960, 178623, 1015, 168507, 4549, 15418, 51863, 42620, 24526, 22308, 3762, 98274, 229450, 25170]",21,0.548,0.65,0.557,144.937,0.219,0.0,0.225,-5.827,0.0591
2step,Ed Sheeran,2021-10-29,9,1,"[64162, 429183, 274058, 1892, 6875, 19986, 142043, 1828, 5191, 3516, 9794, 6843, 65183, 16542, 65855, 1357, 3300, 22037, 12306, 1111, 1558]",21,0.693,0.643,0.477,95.055,0.138,0.0,0.108,-5.867,0.0828
34+35,Ariana Grande,2020-10-30,1,1,"[80430, 3350, 20924, 2825, 101080, 22674, 1774, 48760, 4399, 3926, 24388, 163433, 59291, 10091, 22130, 187457, 5912, 4844, 10526, 91797, 70935]",21,0.83,0.585,0.485,109.978,0.237,0.0,0.248,-6.476,0.094
3:00 AM,Finding Hope,2020-03-27,94,0,"[6751, 6310, 5841, 8068, 7934, 7819, 7872, 7541, 7663, 8786, 9091, 8223, 8865, 8764, 7944, 8306, 8562, 8787, 8480, 8722, 8937]",21,0.55,0.147,0.0346,81.991,0.563,0.00102,0.286,-18.675,0.0404
3:59 AM,DIVINE,2020-12-03,12,0,"[96874, 142851, 126544, 101673, 105899, 96570, 96524, 93081, 97450, 96618, 89563, 92403, 87954, 83217, 79553, 81839, 83148, 76427, 79701, 79470, 80597]",21,0.669,0.588,0.237,97.026,0.177,0.0,0.179,-6.902,0.339
5% TINT,Travis Scott,2018-08-03,9,1,"[95481, 2258, 1724, 6519, 49625, 20832, 1064, 20100, 66205, 13016, 5693, 3227, 4056, 36160, 21993, 199153, 2238638, 4578, 2091, 33995, 4944]",21,0.712,0.481,0.062,140.0,0.173,0.0,0.241,-5.415,0.0487
500 PS,CRO,2021-12-17,35,0,"[20681, 11426, 8575, 8912, 8174, 8836, 8331, 5110, 6228, 6033, 6003, 6074]",12,0.505,0.581,0.38,104.354,0.403,0.00359,0.14,-6.524,0.0675
505,Arctic Monkeys,2018-07-07,11,0,"[1044, 4480, 1747, 45947, 46781, 47204, 47410, 49158, 49721, 48356, 47929, 48186, 48703, 48825, 46409, 46648, 48844, 48747, 49313, 47445, 48843]",21,0.526,0.866,0.248,140.266,0.00287,7.78e-05,0.0945,-5.822,0.0568
7 rings,Ariana Grande,2019-01-18,1,1,"[93469, 5415, 7200, 47220, 260280, 178589, 47423, 87443, 6260, 4471, 29273, 111352, 32307, 15680, 15573, 8228, 7734, 182019, 143372, 34138, 17039]",21,0.778,0.317,0.327,140.048,0.592,0.0,0.0881,-10.732,0.334
70億にただ1つの奇跡,ACE COLLECTION,2020-07-12,178,0,"[19480, 17218, 18813, 19375, 19664, 17682, 17582]",7,0.552,0.45,0.403,75.008,0.586,3.33e-06,0.154,-8.094,0.0268
743,Miranda!,2017-01-01,88,0,"[21584, 20351, 1009, 20361, 19332, 18311, 16828, 15806, 12566, 15649, 16999, 18532, 18344, 15479, 15184, 11990, 15363, 17034, 18300, 18117, 15176]",21,0.851,0.747,0.959,110.972,0.098,0.000223,0.137,-6.427,0.0302
8 Letters,Why Don't We,2018-08-10,5,1,"[2309, 5288, 12472, 8354, 6204, 7241, 3656, 2437, 2795, 2052, 2856, 3025, 4808, 5985, 6410, 6816, 5359, 3348, 8548, 3340, 7563]",21,0.607,0.478,0.255,88.979,0.649,0.0,0.0928,-5.702,0.031
9 and Three Quarters (Run Away),TOMORROW X TOGETHER,2019-10-21,42,0,"[41551, 10760, 1211, 7050, 16097, 3570, 4352, 18028, 6718, 13352, 1600, 33708, 16582, 56801, 3534, 1669, 6694, 4076, 15714, 13474, 15597]",21,0.639,0.756,0.531,128.931,0.0055,0.0,0.13,-4.42,0.0606
9 to 5,Dolly Parton,2017-04-13,80,0,"[4587, 62927, 51191, 4162, 58697, 4931, 65226, 5585, 69459, 85150, 7245, 5085, 59448, 43840, 41541, 7314, 100726, 4716, 50331, 48369, 5223]",21,0.554,0.783,0.813,105.39,0.416,1.54e-06,0.631,-5.852,0.0457
@ my worst,blackbear,2021-08-06,33,0,"[5552, 1203, 1674, 7286, 13761, 490777, 70927, 8194, 49498, 945570, 42549, 9711, 6816, 1893, 1147, 367678, 1932, 295052, 6451, 8259, 4899]",21,0.615,0.774,0.336,136.887,0.0173,0.0,0.15,-5.152,0.0551
A Different Way (with Lauv),DJ Snake,2017-09-22,17,0,"[32288, 6550, 32222, 7479, 24456, 10396, 4247, 8849, 1357, 53769, 7386, 8580, 1723, 10271, 63724, 367991, 1324, 1135, 25824, 25488, 5177]",21,0.784,0.757,0.587,104.996,0.495,1.18e-06,0.142,-3.912,0.0384
A Ella,KAROL G,2017-05-05,43,0,"[5632, 2281, 6612, 2957, 1001, 20711, 1109, 4944, 16281, 8256, 2697, 10730, 2699, 19238, 1020, 12018, 2878, 21085, 1293, 1265, 5605]",21,0.73,0.769,0.594,181.988,0.244,2.06e-05,0.136,-4.936,0.178
A Holly Jolly Christmas,Brett Eldredge,2018-12-01,56,0,"[22686, 22104, 11753, 11466, 11608, 11675, 14527, 21571, 18822, 10565, 10978, 11219, 11920, 15975, 22046, 20055, 11976, 12623, 12637, 14669, 23184]",21,0.681,0.474,0.7,71.957,0.621,1.24e-06,0.137,-8.623,0.0423
A Holly Jolly Christmas,Lady A,2017-12-01,51,0,"[12950, 13065, 31362, 12624, 42852, 18825, 22405, 12300, 39814, 45433, 11755, 24587, 22892, 25357, 22872, 29568, 12637, 56112, 11915, 52772, 23473]",21,0.626,0.52,0.746,147.031,0.392,0.0,0.0447,-4.389,0.0284
A Little Bit Off,Five Finger Death Punch,2020-02-28,49,0,"[1302, 19053, 2779, 13069, 25128, 10696, 8078, 8481, 7672, 6780, 7028, 7640]",12,0.664,0.828,0.82,103.985,0.00839,0.0,0.294,-6.053,0.0404
A Mí,Rels B,2019-02-21,44,0,"[40496, 112483, 108689, 96397, 78212, 79691, 66888, 72209, 90625, 95550, 73096, 93117, 71896, 91603, 69117, 71691, 91992, 64299, 82517, 70438, 54293]",21,0.846,0.548,0.516,94.925,0.241,0.0713,0.0419,-6.397,0.256
A Nossa Praia - Ao Vivo,Matheus & Kauan,2017-02-10,59,0,"[46968, 49861, 42212, 42103, 46069, 44218, 46257, 42073, 44480, 33680, 34699, 35652, 37143, 39679, 49222, 42454, 33954, 32928, 32380, 36437, 41191]",21,0.513,0.784,0.456,121.466,0.366,0.0,0.289,-5.174,0.108
A Place for My Head,Linkin Park,2017-07-21,46,0,"[30891, 275008, 6705, 93959, 6630, 3514, 8150, 4903, 7143, 26766, 9630, 2244, 19005, 5198, 12068, 3525, 3359, 4649, 25719, 3097, 1062]",21,0.603,0.908,0.457,133.063,0.0144,0.0,0.671,-5.254,0.184
A Roça ou a Cidade (Da Roça Pra Cidade) - Ao Vivo,Os Barões Da Pisadinha,2021-02-12,107,0,"[136865, 166875, 149272, 103723, 109560, 85155, 88214, 99860, 149097, 130519, 103812, 97038, 101179, 85976, 95590]",15,0.602,0.962,0.835,172.201,0.293,0.0,0.156,-2.375,0.0621
A Thousand Miles,Vanessa Carlton,2017-01-01,61,0,"[12870, 2512, 17516, 3509, 20590, 3093, 20734, 3863, 22497, 20318, 16861, 16913, 3320, 20865, 20916, 3240, 3015, 20987, 3469, 22668, 20502]",21,0.56,0.825,0.268,94.931,0.323,0.0,0.161,-3.862,0.0379
A Thousand Years,Christina Perri,2017-01-01,56,0,"[2958, 11491, 2015, 3197, 29566, 3514, 14284, 16098, 3911, 34649, 1391, 2205, 3498, 2247, 1584, 4347, 35645, 4344, 16625, 4389, 18191]",21,0.421,0.407,0.161,139.028,0.309,0.000961,0.11,-7.445,0.0267
A Tu Merced,Bad Bunny,2020-02-29,8,1,"[44098, 3703, 679037, 186426, 14648, 53310, 12839, 675525, 25006, 25419, 2314387, 36321, 278263, 60356, 29948, 12100, 38927, 21568, 40052, 16135, 3036]",21,0.86,0.791,0.887,92.023,0.169,0.000106,0.106,-4.784,0.0568
A-O-K,Tai Verdes,2021-05-06,15,0,"[236377, 290577, 224224, 197279, 202123, 32906, 225957, 31946, 211080, 214924, 35318, 34506, 215495, 34709, 28605, 29651, 30345, 237414, 31980, 34738, 31820]",21,0.731,0.626,0.862,82.488,0.125,0.0,0.183,-6.919,0.0805
ABC,The Jackson 5,2017-01-01,102,0,"[2305, 148305, 4881, 64554, 8092, 4626, 2929, 6119, 70155, 28086, 52499, 5445, 66352]",13,0.53,0.869,0.935,187.93,0.318,5.45e-05,0.233,-6.029,0.0588
ALL GIRLS ARE THE SAME,RØNIN,2020-08-03,45,0,"[1014, 1236, 1445, 1935, 1519, 1878, 1082, 2081, 2142, 1013, 2197, 2136, 2097, 1922, 1722, 1878, 2045, 1894, 1830, 1751, 1769]",21,0.785,0.343,0.468,118.065,0.593,0.0,0.103,-10.923,0.0862
"ALONE, PART 3",XXXTENTACION,2018-03-16,22,0,"[51624, 788021, 87661, 8421, 23869, 1492, 1739, 5369, 8412, 11128, 28090, 1155, 1502, 35225, 20882, 2248, 3528, 9214, 72694, 3202, 16429]",21,0.61,0.258,0.164,127.08,0.883,0.0145,0.103,-12.758,0.0331
ANIMA,ReoNa,2020-10-10,100,0,"[23348, 26579, 27589, 28921, 31806, 31695, 29746, 30766, 33163, 31675, 31397, 31951, 31421, 29488, 31905, 31527, 27915, 27512, 27223, 26128, 25015]",21,0.455,0.918,0.498,96.513,0.000732,0.0,0.249,-4.503,0.141
ANTEN FREESTYLE (PLA4 INTRO),Khontkar,2021-08-13,37,0,"[90860, 77000, 66031, 65085, 59198, 56152, 53899, 54743, 50235, 45168, 48083, 45524, 43563, 40639, 36797, 33661, 30346]",17,0.776,0.487,0.301,133.944,0.543,0.00154,0.0994,-10.646,0.101
ASAP,STAYC,2021-04-08,4,1,"[2545, 3943, 3870, 4017, 3943, 4867, 5730, 5966, 5981, 6197, 7037, 7747, 8047, 8608, 8412, 8254, 8343, 8276, 8311, 8285, 8201]",21,0.764,0.802,0.323,132.02,0.102,0.0,0.189,-4.217,0.0351
ASTROTHUNDER,Travis Scott,2018-08-03,14,0,"[87010, 2039, 1638, 5994, 44984, 31262, 18061, 64843, 11332, 2828, 3728, 32453, 20006, 184691, 1921967, 4192, 1809, 18416, 4648, 7537, 15729]",21,0.7,0.46,0.286,151.901,0.142,4.81e-05,0.111,-8.111,0.0661
AUSLÄNDER,Rammstein,2019-05-17,4,1,"[19213, 19132, 22185, 44424, 3426, 4016, 38031, 16622, 1442, 2365, 2241, 40743, 1735, 18375, 7102, 10727, 2911, 3259, 45492, 434981, 1050174]",21,0.681,0.912,0.479,125.031,0.000757,0.00136,0.359,-4.159,0.0912
AYA,MAMAMOO,2020-11-03,22,0,"[5539, 8104, 8452, 13402, 8619, 11846, 14341, 20278, 7748, 3272, 7216, 19233, 14424, 10733, 8036, 8426, 10881, 15328, 23286, 7460, 7596]",21,0.634,0.858,0.637,91.688,0.101,8.56e-06,0.258,-2.226,0.0809
Acapulco,Jason Derulo,2021-09-03,17,0,"[7830, 45815, 16186, 12209, 116328, 3403, 30147, 33827, 45805, 9960, 7046, 23297, 20814, 84972, 6219, 9601, 46095, 7813, 15461, 16720, 67529]",21,0.774,0.792,0.507,122.062,0.051,0.0,0.155,-4.021,0.0523
Acordo - Ao Vivo,Henrique & Juliano,2021-10-22,27,0,"[454712, 445810, 321064, 322119, 320521, 313134, 318874, 413101, 491993, 383823, 358207, 410582, 330055, 338080, 349932, 340670, 246696, 193400, 202690, 212051, 219047]",21,0.608,0.82,0.673,108.394,0.611,0.0,0.933,-3.689,0.119
Acuérdate De Mí,Morat,2018-10-26,32,0,"[1681, 27340, 4987, 11531, 2573, 5112, 1116, 119042, 1758, 11500, 1542, 3099, 2362, 8724, 1337, 3500, 95413, 1886, 3622, 20100, 1162]",21,0.328,0.517,0.287,184.446,0.266,0.0,0.262,-6.124,0.0777
Adhiya,Karan Aujla,2020-10-23,3,1,"[88737, 140956, 139235, 144592, 143824, 143255, 136180, 137396, 134667, 127335, 127830, 127058, 122585, 116738, 118809, 116558, 113295, 111764, 110313, 115563, 121022]",21,0.753,0.758,0.794,92.063,0.0901,0.0,0.0717,-7.845,0.168
Adios,EVERGLOW,2019-08-19,21,0,"[5327, 3093, 30176, 10988, 14374, 11486, 3061, 3363, 14012, 11332, 32705, 10347, 3143, 39094, 14227, 18871, 12660, 4387, 14827, 5998, 9471]",21,0.633,0.706,0.399,128.185,0.000588,0.0794,0.245,-5.137,0.0627
Afraid (feat. HARLEE),James Hype,2021-03-12,109,0,"[57516, 58373, 50736, 6260, 51934, 54474, 5290, 53988, 6392, 63788, 62555, 6508, 53926, 52492, 54403, 54981, 6096, 62370, 63451, 5837, 58793]",21,0.744,0.78,0.762,125.997,0.101,4.36e-06,0.184,-3.631,0.0529
Africa,TOTO,2017-01-01,31,0,"[2526, 26509, 15798, 4629, 18623, 4807, 4175, 2701, 3376, 4542, 20266, 4889, 3438, 2895, 2810, 3051, 3150, 1214, 3302, 4388, 2639]",21,0.671,0.373,0.732,92.718,0.257,8.01e-05,0.0481,-18.064,0.0323
Afro Trap Pt. 7 (La puissance),MHD,2017-01-01,3,1,"[2461, 62394, 17755, 2414, 2837, 74851, 22836, 2678, 3029, 22361, 2865, 78764, 2965, 2993, 85188, 21965, 3007, 21773, 2918, 82257, 3289]",21,0.97,0.806,0.815,120.003,0.0955,0.0,0.133,-5.628,0.298
After Hours,The Weeknd,2020-02-19,1,1,"[110954, 2676, 4259, 17994, 193748, 2744, 67003, 14748, 1165, 27033, 2558, 41859, 15336, 5238, 15740, 7077, 5828, 50925, 18154, 44699, 6621]",21,0.651,0.567,0.138,108.953,0.0934,0.00991,0.124,-5.941,0.0317
After School,Weeekly,2021-03-19,3,1,"[7035, 33117, 7458, 42837, 8194, 53602, 8409, 59651, 8608, 69566, 8166, 91470, 8393, 92679, 8123, 8546, 99105, 100248, 8692, 5522, 124424]",21,0.634,0.928,0.738,164.007,0.00719,2.55e-06,0.0626,-1.609,0.0514
Afterglow,Wilkinson,2017-01-09,167,0,"[35355, 36708, 38190, 37677, 35299, 37501, 36437, 37257]",8,0.516,0.915,0.0398,174.032,0.0228,0.000789,0.125,-2.498,0.0562
Agora Eu Pego Mesmo,Os Barões Da Pisadinha,2019-12-25,80,0,"[103087, 76122, 80179, 87607, 82744, 91401, 87761, 99524, 114398, 116339, 104082, 100357, 99124, 97241, 138628, 126854, 150042, 159973, 117218, 104881, 158593]",21,0.815,0.887,0.952,172.032,0.592,0.000141,0.0978,-6.386,0.0459
Agua,Jarabe De Palo,2020-06-09,26,0,"[28697, 3850, 162386, 20125, 1677, 1636, 3629, 130460, 10103, 2622, 9357, 26393, 34216, 2575, 1772, 1434, 3549, 163384, 16745, 1311, 97980]",21,0.715,0.358,0.742,145.751,0.743,0.0133,0.104,-15.522,0.033
Agua (with J Balvin),Tainy,2021-03-05,57,0,"[33015, 2377, 47023, 15514, 3631, 1464, 103255, 2135, 2602, 3001, 6206, 2355, 5645, 17128, 36122, 2842, 6140, 1532, 3230, 4278, 2872]",21,0.778,0.651,0.569,100.094,0.167,0.0,0.177,-5.421,0.266
